TIMESTAMP,Rain_in_Tot_in,AirTF_Avg
2/3/2014,0,9.62
2/3/2014,0,11.83
2/3/2014,0,15.21
2/3/2014,0,18.27
2/3/2014,0,20.06
2/3/2014,0,21.36
2/3/2014,0,22.12
2/3/2014,0,18.86
2/3/2014,0,17.28
2/3/2014,0,14.8
2/3/2014,0,15.26
2/3/2014,0,15.94
2/3/2014,0,15.46
2/4/2014,0,15.07
2/4/2014,0,14.55
2/4/2014,0,13.6
2/4/2014,0,12.77
2/4/2014,0,12.23
2/4/2014,0,11.69
2/4/2014,0,11.43
2/4/2014,0,11.28
2/4/2014,0,10.62
2/4/2014,0,10.48
2/4/2014,0,10.87
2/4/2014,0,10.9
2/4/2014,0,10.42
2/4/2014,0,10.77
2/4/2014,0,10.11
2/4/2014,0,9.86
2/4/2014,0,8.86
2/4/2014,0,8.28
2/4/2014,0,7.179
2/4/2014,0,5.614
2/4/2014,0,4.297
2/4/2014,0,3.099
2/4/2014,0,1.908
2/4/2014,0,1.573
2/5/2014,0,1.947
2/5/2014,0,1.76
2/5/2014,0,0.762
2/5/2014,0,0.292
2/5/2014,0,-0.01
2/5/2014,0,-0.304
2/5/2014,0,-0.822
2/5/2014,0,-1.103
2/5/2014,0,-0.917
2/5/2014,0,-1.116
2/5/2014,0,-0.411
2/5/2014,0,0.703
2/5/2014,0,2.217
2/5/2014,0,3.442
2/5/2014,0,4.613
2/5/2014,0,4.986
2/5/2014,0,4.866
2/5/2014,0,3.731
2/5/2014,0,3.074
2/5/2014,0,1.041
2/5/2014,0,-1.913
2/5/2014,0,-4.944
2/5/2014,0,-7.876
2/5/2014,0,-8.57
2/6/2014,0,-8.48
2/6/2014,0,-8.87
2/6/2014,0,-11.01
2/6/2014,0,-12.36
2/6/2014,0,-11.12
2/6/2014,0,-10.72
2/6/2014,0,-11.16
2/6/2014,0,-12.62
2/6/2014,0,-12.51
2/6/2014,0,-11.65
2/6/2014,0,-8.8
2/6/2014,0,-5.094
2/6/2014,0,-1.854
2/6/2014,0,0.223
2/6/2014,0,1.505
2/6/2014,0,3.137
2/6/2014,0,4.396
2/6/2014,0,4.595
2/6/2014,0,4.389
2/6/2014,0,3.844
2/6/2014,0,1.604
2/6/2014,0,0.646
2/6/2014,0,0.266
2/6/2014,0,-1.391
2/7/2014,0,-3.23
2/7/2014,0,-4.196
2/7/2014,0,-7.187
2/7/2014,0,-9.74
2/7/2014,0,-10.75
2/7/2014,0,-10.47
2/7/2014,0,-12.42
2/7/2014,0,-12.47
2/7/2014,0,-12.53
2/7/2014,0,-10.5
2/7/2014,0,-6.622
2/7/2014,0,0.162
2/7/2014,0,5.963
2/7/2014,0,9.27
2/7/2014,0,12.11
2/7/2014,0,14.01
2/7/2014,0,15.16
2/7/2014,0,15.52
2/7/2014,0,14.71
2/7/2014,0,10.57
2/7/2014,0,2.873
2/7/2014,0,-0.197
2/7/2014,0,2.239
2/7/2014,0,0.037
2/8/2014,0,-1.778
2/8/2014,0,4.541
2/8/2014,0,8.48
2/8/2014,0,10.13
2/8/2014,0,10.39
2/8/2014,0,10.36
2/8/2014,0,10.3
2/8/2014,0,10.1
2/8/2014,0,9.92
2/8/2014,0,9.81
2/8/2014,0,10.33
2/8/2014,0,11.47
2/8/2014,0,13.6
2/8/2014,0,16.16
2/8/2014,0,17.47
2/8/2014,0,16.48
2/8/2014,0,16.56
2/8/2014,0,15.88
2/8/2014,0,14.31
2/8/2014,0,11.18
2/8/2014,0,7.624
2/8/2014,0,5.49
2/8/2014,0,4.274
2/8/2014,0,6.082
2/9/2014,0,5.128
2/9/2014,0,2.899
2/9/2014,0,0.733
2/9/2014,0,0.433
2/9/2014,0,-3.457
2/9/2014,0,-4.254
2/9/2014,0,-4.166
2/9/2014,0,-9.48
2/9/2014,0,-11.05
2/9/2014,0,-11.81
2/9/2014,0,-7.884
2/9/2014,0,-4.828
2/9/2014,0,-1.674
2/9/2014,0,1.157
2/9/2014,0,3.781
2/9/2014,0,5.326
2/9/2014,0,6.269
2/9/2014,0,5.584
2/9/2014,0,4.525
2/9/2014,0,0.679
2/9/2014,0,-3.345
2/9/2014,0,-8.03
2/9/2014,0,-9.56
2/9/2014,0,-8.75
2/10/2014,0,-8.69
2/10/2014,0,-7.582
2/10/2014,0,-8.76
2/10/2014,0,-9.05
2/10/2014,0,-12.31
2/10/2014,0,-17.73
2/10/2014,0,-18.67
2/10/2014,0,-18.56
2/10/2014,0,-17.81
2/10/2014,0,-17.95
2/10/2014,0,-16.67
2/10/2014,0,-11.17
2/10/2014,0,-5.724
2/10/2014,0,-2.269
2/10/2014,0,-0.46
2/10/2014,0,1.001
2/10/2014,0,1.79
2/10/2014,0,1.802
2/10/2014,0,1.495
2/10/2014,0,-3.19
2/10/2014,0,-6.559
2/10/2014,0,-7.975
2/10/2014,0,-9.16
2/10/2014,0,-12.98
2/11/2014,0,-14.87
2/11/2014,0,-15.31
2/11/2014,0,-16.94
2/11/2014,0,-18.08
2/11/2014,0,-17.73
2/11/2014,0,-17.31
2/11/2014,0,-17.59
2/11/2014,0,-18.94
2/11/2014,0,-14.6
2/11/2014,0,-13.47
2/11/2014,0,-5.735
2/11/2014,0,-0.348
2/11/2014,0,4.071
2/11/2014,0,7.253
2/11/2014,0,9.71
2/11/2014,0,11.41
2/11/2014,0,12.84
2/11/2014,0,13.45
2/11/2014,0,13.59
2/11/2014,0,13.46
2/11/2014,0,13.34
2/11/2014,0,13.82
2/11/2014,0,14.49
2/11/2014,0,14.3
2/12/2014,0,14.18
2/12/2014,0,14.32
2/12/2014,0,14.55
2/12/2014,0,14.89
2/12/2014,0,16.12
2/12/2014,0,15.87
2/12/2014,0,14.93
2/12/2014,0,14.71
2/12/2014,0,14.31
2/12/2014,0,13.73
2/12/2014,0,14.97
2/12/2014,0,18.4
2/12/2014,0,20.08
2/12/2014,0,19.72
2/12/2014,0,19.41
2/12/2014,0,20.07
2/12/2014,0,20.64
2/12/2014,0,20.39
2/12/2014,0,19.6
2/12/2014,0,18.66
2/12/2014,0,18.68
2/12/2014,0,19.16
2/12/2014,0,19.13
2/12/2014,0,19.59
2/13/2014,0,20.29
2/13/2014,0,21.23
2/13/2014,0,21.55
2/13/2014,0,21.18
2/13/2014,0,20.93
2/13/2014,0,22.11
2/13/2014,0,24.06
2/13/2014,0,25.68
2/13/2014,0,25.69
2/13/2014,0,26.22
2/13/2014,0,28.86
2/13/2014,0,34.64
2/13/2014,0,37.46
2/13/2014,0,35.23
2/13/2014,0,31.54
2/13/2014,0,28.76
2/13/2014,0,26.2
