Year,Trt,TrtO,Season,Drainage,Nitrate load,Flow-weighted nitrate-N concentration
2014,CP-SP-150-C,CPP-150,Annual,22.20170678,34.19844791,15.40352201
2014,CP-SPPOLY-150-C,CPPPOLY-150,Annual,22.25537434,35.47650403,15.94064584
2014,CP-SPPOLY-150-S,CPPPOLY-150,Annual,29.46486157,33.56248042,11.39067982
2014,CP-SPPOLY-150-S,CPPPOLY-150,Annual,24.40760371,45.08935779,18.47348815
2014,CP-SPPOLY-150-S,CPPPOLY-150,Annual,16.85851238,24.46318685,14.51088109
2014,CP-SPPOLY-150-C,CPPPOLY-150,Annual,23.09623219,45.29670468,19.61216198
2014,CP-SPPOLY-150-C,CPPPOLY-150,Annual,21.17477299,54.87899792,25.91715998
2014,CP-SPPOLY-150-S,CPPPOLY-150,Annual,20.7692183,36.52743891,17.58729595
2015,CP-SPUREA-150-S,CPPPOLY-150,Annual,51.06320902,97.59317677,19.11222946
2015,CP-SPUREA-150-C,CPPUREA-150,Annual,53.82016973,69.02748264,12.82557877
2015,CP-SPUREA-150-C,CPPUREA-150,Annual,51.33019757,84.74031138,16.50886133
