Year,Trt,TrtO,Season,Drainage,Nitrate load,Flow-weighted nitrate-N concentration
2015,CP-SPUREA-150-S,CPPUREA-150,Annual,10.02455501,20.37609832,20.32618735
2015,CP-SPUREA-150-S,CPPUREA-150,Annual,50.50442528,113.2711551,22.42796636
2015,CP-SPUREA-150-S,CPPUREA-150,Annual,34.38758477,101.4406172,29.49919801
2015,CP-SPUREA-150-C,CPPUREA-150,Annual,24.91927757,35.47178887,14.23467786
2015,CP-SPUREA-150-C,CPPUREA-150,Annual,48.91264589,83.21946888,17.01389638
2015,CP-SP-150-C,CPP-150,Annual,48.55969562,57.9086072,11.92524098
2015,CP-SP-150-S,CPP-150,Annual,52.26261734,81.54473216,15.60287952
2015,CP-SP-150-C,CPP-150,Annual,45.47219354,52.63663785,11.57556602
2015,CP-SP-150-S,CPP-150,Annual,57.51862918,119.1597947,20.71673064
2015,CP-SP-150-C,CPP-150,Annual,36.03555302,63.27616893,17.55937224
2015,CP-SP-150-C,CPP-150,Annual,43.45394611,70.0195942,16.11351798
2015,CP-SP-150-S,CPP-150,Annual,48.07646976,84.9168032,17.66286161
2015,CP-SP-150-S,CPP-150,Annual,35.15724134,48.26845908,13.72930788
2015,CP-SPPOLY-150-S,CPPPOLY-150,Annual,23.25157453,41.71503608,17.94073603
2015,CP-SPPOLY-150-S,CPPPOLY-150,Annual,43.56572237,55.17859248,12.66559797
2015,CP-SPPOLY-150-C,CPPPOLY-150,Annual,69.08348083,63.49349119,9.190835556
2015,CP-SPPOLY-150-C,CPPPOLY-150,Annual,34.26020275,64.4130367,18.80112537
2015,CP-SPPOLY-150-C,CPPPOLY-150,Annual,28.46227277,33.52775633,11.77971858
2015,CP-SPPOLY-150-S,CPPPOLY-150,Annual,45.49498445,80.19608853,17.62745707
2015,CP-SPPOLY-150-S,CPPPOLY-150,Annual,32.040576,73.54686179,22.95428827
2015,CP-SPPOLY-150-C,CPPPOLY-150,Annual,39.23541658,51.01238798,13.00161753
